benefit_id,benefit_number1,benefit_number2,benefit_type,brand_id,card_code,category_id
1574,10,0,PBD,43,3644,4
1575,5,0,PBD,43,3650,4
1576,1.5,0,PGP,43,3654,4
1577,2.4,0,PGP,43,3659,4
1578,5000,0,NGP,43,3661,4
1579,5000,0,NGP,43,3671,4
1580,5,0,PBD,43,3682,4
1581,5,0,PBD,43,3683,4
1582,1,0,PGP,43,3711,4
1583,3,0,PBD,43,3717,4
1584,10,0,PBD,43,3724,4
1585,10,0,PBD,43,3725,4
1586,10,0,PBD,43,3726,4
1587,12000,0,WBD,43,3727,4
1588,5,0,PBD,43,3731,4
1589,5,0,PGP,43,3777,4
1590,5,0,PBD,43,3790,4
1591,12000,0,WBD,43,3810,4
1592,0.5,0,PCB,43,3845,4
1593,5,0,PBD,43,3847,4
1594,1.2,0,PGP,43,3851,4
1595,7,0,PGP,43,3861,4
1596,3000,0,NGP,43,3863,4
1597,7,0,PGP,43,3866,4
1598,7,0,PBD,43,3869,4
1599,5,0,PGP,43,3872,4
1600,5,0,PBD,43,3874,4
1601,1.5,0,PGP,43,3875,4
1602,3000,0,WBD,43,3882,4
1603,0.6,0,PGP,43,3885,4
1604,5,0,PCB,43,3890,4
1605,2500,0,WCB,43,3890,4
1606,1500,20,FGP,43,3891,4
1607,5,0,PCB,43,3892,4
1608,2500,0,WCB,43,3892,4
1609,1000,0,WBD,43,3899,4
1610,5,0,PBD,43,3909,4
1611,0.6,0,PGP,43,3913,4
1612,3000,0,WID,43,3919,4
1613,3000,0,WID,43,3920,4
1614,3000,0,WID,43,3921,4
1615,1,0,PGP,43,3924,4
1616,5,0,PGP,43,3925,4
1617,3,0,PGP,43,3926,4
1618,10,0,PBD,43,3927,4
1619,5,0,PCB,43,3930,4
1620,2500,0,WCB,43,3930,4
1621,3000,0,WCB,43,3933,4
1622,1000,0,NGP,43,3934,4
1623,1500,0,WBD,43,3938,4
1624,5,0,PGP,43,3943,4
1625,2.4,0,PGP,43,3945,4
1626,5,0,PBD,43,3948,4
1627,5,0,PBD,43,3951,4
1628,3,0,PGP,43,3953,4
1629,5,0,PGP,43,3957,4
1630,0.6,0,PGP,43,3961,4
1631,5,0,PND,43,3962,4
1632,3,0,PBD,43,3964,4
1633,0.7,0,PGP,43,3965,4
1634,5,0,PBD,43,3973,4
1635,100000,999.99,FND,43,3976,4
1636,5,0,PBD,43,3980,4
1637,10,0,PBD,43,3991,4
1638,10,0,PND,43,3992,4
1639,1,0,PCB,43,3996,4
1640,1.4,0,PGP,43,3999,4
1641,10,0,PBD,43,4004,4
1642,0.4,0,PGP,43,4012,4
1643,2,0,PGP,43,4013,4
1644,10,0,PND,43,4016,4
1645,5,0,PGP,43,4058,4
1646,7,0,PND,43,4060,4
1647,7,0,PBD,43,4063,4
1648,1.5,0,PBD,43,4066,4
1649,2.5,0,PGP,43,4068,4
1650,7,0,PBD,43,4069,4
1651,7,0,PND,43,4071,4
1652,0.7,0,PGP,43,4073,4
1653,0.7,0,PGP,43,4074,4
1654,0.7,0,PGP,43,4076,4
1655,10,0,PND,43,4083,4
1656,3,0,PBD,43,4084,4
1657,7,0,PBD,43,4089,4
1658,7000,0,WBD,43,4091,4
1659,7,0,PGP,43,4095,4
1660,5,0,PCB,43,4096,4
1661,5,0,PBD,43,4097,4
1662,5,0,PBD,43,4110,4
1663,5000,0,NGP,43,4113,4
1664,5,0,PGP,43,4114,4
1665,5,0,PBD,43,4189,4
1666,0.2,0,PGP,43,4191,4
1667,0.7,0,PGP,43,4196,4
1668,5000,0,WND,43,6021,4
1669,5000,0,WND,43,6022,4
1670,5000,0,WND,43,6023,4
1671,10,0,PBD,46,472,4
1672,10,0,PBD,46,476,4
1673,5,0,PCB,46,1897,4
1674,10,0,PBD,46,2396,4
1675,1,0,PGP,46,3924,4
1676,3,0,PGP,46,3953,4
1677,5,0,PND,46,3962,4
1678,100000,999.99,FND,46,3976,4
1679,7,0,PND,46,4060,4
1680,7,0,PBD,46,4063,4
1681,0.7,0,PGP,46,4073,4
1682,0.7,0,PGP,46,4074,4
1683,0.7,0,PGP,46,4076,4
1684,3,0,PBD,46,4084,4
1685,7000,0,WBD,46,4091,4
1686,0.7,0,PGP,46,4196,4
1687,10,0,PBD,52,472,4
1688,10,0,PBD,52,476,4
1689,5,0,PCB,52,1897,4
1690,10,0,PBD,52,2396,4
1691,1,0,PGP,52,3924,4
1692,3,0,PGP,52,3953,4
1693,5,0,PND,52,3962,4
1694,100000,999.99,FND,52,3976,4
1695,7,0,PND,52,4060,4
1696,0.7,0,PGP,52,4073,4
1697,0.7,0,PGP,52,4074,4
1698,0.7,0,PGP,52,4076,4
1699,7000,0,WBD,52,4091,4
1700,0.7,0,PGP,52,4196,4
1701,10,0,PBD,49,472,4
1702,10,0,PBD,49,476,4
1703,1,0,PGP,49,3924,4
1704,3,0,PGP,49,3953,4
1705,5,0,PND,49,3962,4
1706,7,0,PND,49,4060,4
1707,0.7,0,PGP,49,4073,4
1708,0.7,0,PGP,49,4074,4
1709,0.7,0,PGP,49,4076,4
1710,7000,0,WBD,49,4091,4
1711,0.7,0,PGP,49,4196,4
1712,5,0,PBD,41,16,4
1713,4,0,PBD,41,20,4
1714,4,0,PGP,41,31,4
1715,3,0,PBD,41,236,4
1716,3,0,PBD,41,287,4
1717,3,0,PBD,41,289,4
1718,2500,0,WND,41,353,4
1719,2500,0,NGP,41,354,4
1720,2500,0,WND,41,355,4
1721,2500,0,WCB,41,368,4
1722,1000,0,WCB,41,375,4
1723,10,0,PBD,41,472,4
1724,10,0,PBD,41,476,4
1725,0.4,0,PGP,41,507,4
1726,0.4,0,PCB,41,509,4
1727,1,0,PGP,41,1239,4
1728,1,0,PGP,41,1572,4
1729,1,0,PGP,41,1573,4
1730,1.7,0,PCB,41,1872,4
1731,5,0,PCB,41,1897,4
1732,5,0,PND,41,1897,4
1733,1000,0,WBD,41,2320,4
1734,1000,0,WBD,41,2321,4
1735,0.4,0,PGP,41,2324,4
1736,3000,0,WBD,41,2326,4
1737,2,0,PGP,41,2359,4
1738,10,0,PBD,41,2396,4
1739,10,0,PBD,41,2502,4
1740,4,0,PGP,41,2583,4
1741,2500,0,WCB,41,2633,4
1742,1,0,PGP,41,2653,4
1743,10,0,PBD,41,2928,4
1744,5,0,PGP,41,3251,4
1745,1,0,PGP,41,3286,4
1746,10,0,PBD,41,3350,4
1747,5,0,PGP,41,3378,4
1748,10,0,PBD,41,3380,4
1749,1,0,PGP,41,3381,4
1750,1.5,0,PGP,41,3382,4
1751,3000,0,WND,41,3383,4
1752,1.5,0,PGP,41,3454,4
1753,5,0,PND,41,3482,4
1754,5,0,PGP,41,3486,4
1755,0.4,0,PGP,41,3511,4
1756,1.4,0,PGP,41,3578,4
1757,1.5,0,PGP,41,3616,4
1758,10,0,PBD,41,3644,4
1759,5,0,PBD,41,3650,4
1760,1.5,0,PGP,41,3654,4
1761,2.4,0,PGP,41,3659,4
1762,5000,0,NGP,41,3661,4
1763,5000,0,NGP,41,3671,4
1764,5,0,PBD,41,3682,4
1765,5,0,PBD,41,3683,4
1766,1,0,PGP,41,3711,4
1767,3,0,PBD,41,3717,4
1768,10,0,PBD,41,3724,4
1769,10,0,PBD,41,3725,4
1770,10,0,PBD,41,3726,4
1771,12000,0,WBD,41,3727,4
1772,5,0,PBD,41,3731,4
1773,5,0,PGP,41,3777,4
1774,5,0,PBD,41,3790,4
1775,5000,0,WBD,41,3808,4
1776,0.5,0,PCB,41,3845,4
1777,5,0,PBD,41,3847,4
1778,1.2,0,PGP,41,3851,4
1779,7,0,PGP,41,3861,4
1780,3000,0,NGP,41,3863,4
1781,7,0,PGP,41,3866,4
1782,7,0,PBD,41,3869,4
1783,5,0,PGP,41,3872,4
1784,5,0,PBD,41,3874,4
1785,1.5,0,PGP,41,3875,4
1786,0.6,0,PGP,41,3885,4
1787,5,0,PCB,41,3890,4
1788,2500,0,WCB,41,3890,4
1789,1500,20,FGP,41,3891,4
1790,5,0,PCB,41,3892,4
1791,2500,0,WCB,41,3892,4
1792,9000,0,WND,41,3894,4
1793,1000,0,WBD,41,3899,4
1794,5,0,PBD,41,3909,4
1795,0.6,0,PGP,41,3913,4
1796,3000,0,WID,41,3919,4
1797,3000,0,WID,41,3920,4
1798,3000,0,WID,41,3921,4
1799,1,0,PGP,41,3924,4
1800,5,0,PGP,41,3925,4
1801,3,0,PGP,41,3926,4
1802,10,0,PBD,41,3927,4
1803,5,0,PCB,41,3930,4
1804,2500,0,WCB,41,3930,4
1805,3000,0,WCB,41,3933,4
1806,1000,0,NGP,41,3934,4
1807,1500,0,WBD,41,3938,4
1808,5,0,PGP,41,3943,4
1809,2.4,0,PGP,41,3945,4
1810,5,0,PBD,41,3948,4
1811,5,0,PBD,41,3951,4
1812,3,0,PGP,41,3953,4
1813,5,0,PGP,41,3957,4
1814,0.6,0,PGP,41,3961,4
1815,5,0,PND,41,3962,4
1816,3,0,PBD,41,3964,4
1817,0.7,0,PGP,41,3965,4
1818,5,0,PBD,41,3973,4
1819,100000,999.99,FND,41,3976,4
1820,5,0,PBD,41,3980,4
1821,10,0,PBD,41,3991,4
1822,10,0,PND,41,3992,4
1823,1,0,PCB,41,3996,4
1824,1.4,0,PGP,41,3999,4
1825,10,0,PBD,41,4004,4
1826,0.4,0,PGP,41,4012,4
1827,2,0,PGP,41,4013,4
1828,10,0,PND,41,4016,4
1829,5,0,PGP,41,4058,4
1830,7,0,PND,41,4060,4
1831,7,0,PBD,41,4063,4
1832,1.5,0,PBD,41,4066,4
1833,2.5,0,PGP,41,4068,4
1834,7,0,PBD,41,4069,4
1835,7,0,PND,41,4071,4
1836,0.7,0,PGP,41,4073,4
1837,0.7,0,PGP,41,4074,4
1838,0.7,0,PGP,41,4076,4
1839,10,0,PND,41,4083,4
1840,3,0,PBD,41,4084,4
1841,7,0,PBD,41,4089,4
1842,7,0,PGP,41,4095,4
1843,5,0,PCB,41,4096,4
1844,5,0,PBD,41,4097,4
1845,5,0,PBD,41,4110,4
1846,5000,0,NGP,41,4113,4
1847,5,0,PGP,41,4114,4
1848,5,0,PBD,41,4189,4
1849,0.2,0,PGP,41,4191,4
1850,0.7,0,PGP,41,4196,4
1851,5000,0,WND,41,6021,4
1852,5000,0,WND,41,6022,4
1853,5000,0,WND,41,6023,4
1854,10,0,PBD,45,472,4
1855,10,0,PBD,45,476,4
1856,5,0,PCB,45,1897,4
1857,10,0,PBD,45,2396,4
1858,5000,0,NGP,45,3661,4
1859,5000,0,NGP,45,3671,4
1860,5,0,PBD,45,3682,4
1861,5,0,PBD,45,3683,4
1862,3,0,PBD,45,3717,4
1863,5,0,PGP,45,3777,4
1864,5000,0,WBD,45,3808,4
1865,7,0,PGP,45,3861,4
1866,7,0,PGP,45,3866,4
1867,7,0,PBD,45,3869,4
1868,5,0,PBD,45,3909,4
1869,1,0,PGP,45,3924,4
1870,3,0,PGP,45,3953,4
1871,5,0,PND,45,3962,4
1872,100000,999.99,FND,45,3976,4
1873,5,0,PGP,45,4058,4
1874,7,0,PND,45,4060,4
1875,7,0,PBD,45,4063,4
1876,0.7,0,PGP,45,4073,4
1877,0.7,0,PGP,45,4074,4
1878,0.7,0,PGP,45,4076,4
1879,3,0,PBD,45,4084,4
1880,7,0,PGP,45,4095,4
1881,5,0,PBD,45,4110,4
1882,5,0,PGP,45,4114,4
1883,0.7,0,PGP,45,4196,4
1884,10,0,PBD,50,472,4
1885,10,0,PBD,50,476,4
1886,5,0,PCB,50,1897,4
1887,10,0,PBD,50,2396,4
1888,1,0,PGP,50,3924,4
1889,3,0,PGP,50,3953,4
1890,5,0,PND,50,3962,4
1891,7,0,PND,50,4060,4
1892,0.7,0,PGP,50,4073,4
1893,0.7,0,PGP,50,4074,4
1894,0.7,0,PGP,50,4076,4
1895,0.7,0,PGP,50,4196,4
1896,10,0,PBD,47,472,4
1897,10,0,PBD,47,476,4
1898,5,0,PCB,47,1897,4
1899,5000,0,WBD,47,3808,4
1900,1,0,PGP,47,3924,4
1901,3,0,PGP,47,3953,4
1902,5,0,PND,47,3962,4
1903,7,0,PND,47,4060,4
1904,0.7,0,PGP,47,4073,4
1905,0.7,0,PGP,47,4074,4
1906,0.7,0,PGP,47,4076,4
1907,0.7,0,PGP,47,4196,4
1908,10,0,PBD,58,472,5
1909,10,0,PBD,58,476,5
1910,5,0,PND,58,1897,5
1911,10,0,PBD,58,2396,5
1912,1000,2,FGP,58,2804,5
1913,1,0,PGP,58,2992,5
1914,5,0,PCB,58,3171,5
1915,5,0,PBD,58,3340,5
1916,20,0,PGP,58,3378,5
1917,1,0,PGP,58,3381,5
1918,5,0,PCB,58,3555,5
1919,5,0,PGP,58,3634,5
1920,5,0,PBD,58,3649,5
1921,5,0,PBD,58,3650,5
1922,10,0,PBD,58,3651,5
1923,10,0,PBD,58,3665,5
1924,5,0,PBD,58,3731,5
1925,5,0,PCB,58,3770,5
1926,2,0,PGP,58,3888,5
1927,2,0,PGP,58,3899,5
1928,10,0,PBD,58,3917,5
1929,1,0,PGP,58,3924,5
1930,5,0,PBD,58,3927,5
1931,5,0,PBD,58,3951,5
1932,5,0,PND,58,3962,5
1933,1,0,PBD,58,3964,5
1934,1000,1,FGP,58,3969,5
1935,11,0,PBD,58,3972,5
1936,7,0,PGP,58,4000,5
1937,1,0,PGP,58,4073,5
1938,1,0,PGP,58,4074,5
1939,1,0,PGP,58,4076,5
1940,5,0,PBD,58,4146,5
1941,5,0,PBD,58,4147,5
1942,5,0,PBD,58,4148,5
1943,5,0,PBD,58,4149,5
1944,1,0,PGP,58,4196,5
1945,5,0,PND,58,6012,5
1946,5,0,PND,58,6014,5
1947,6000,0,WND,54,297,5
1948,3,0,PGP,54,355,5
1949,10,0,PBD,54,472,5
1950,10,0,PBD,54,476,5
1951,2000,0,WBD,54,1239,5
1952,1.5,0,PGP,54,1375,5
1953,1.5,0,PGP,54,1376,5
1954,5,0,PND,54,1897,5
1955,3,0,PGP,54,2359,5
1956,10,0,PBD,54,2396,5
1957,1000,2,FGP,54,2804,5
1958,1,0,PGP,54,2992,5
1959,10,0,PND,54,3046,5
1960,1500,200,FBD,54,3103,5
1961,5,0,PCB,54,3171,5
1962,5,0,PBD,54,3340,5
1963,10,0,PBD,54,3375,5
1964,20,0,PGP,54,3378,5
1965,1,0,PGP,54,3381,5
1966,10,0,PBD,54,3459,5
1967,5,0,PND,54,3474,5
1968,10,0,PBD,54,3483,5
1969,5,0,PCB,54,3555,5
1970,10,0,PBD,54,3573,5
1971,1.4,0,PGP,54,3578,5
1972,5,0,PBD,54,3628,5
1973,10,0,PBD,54,3629,5
1974,5,0,PBD,54,3631,5
1975,5,0,PGP,54,3634,5
1976,10,0,PBD,54,3635,5
1977,5,0,PBD,54,3649,5
1978,5,0,PBD,54,3650,5
1979,10,0,PBD,54,3651,5
1980,2.4,0,PGP,54,3659,5
1981,10,0,PBD,54,3665,5
1982,10,0,PBD,54,3666,5
1983,5,0,PBD,54,3682,5
1984,5,0,PBD,54,3697,5
1985,20,0,PBD,54,3709,5
1986,10,0,PBD,54,3722,5
1987,10,0,PBD,54,3724,5
1988,5,0,PBD,54,3725,5
1989,5,0,PBD,54,3726,5
1990,5,0,PBD,54,3731,5
1991,5,0,PCB,54,3770,5
1992,1,0,PGP,54,3772,5
1993,1,0,PGP,54,3840,5
1994,2,0,PGP,54,3842,5
1995,0.5,0,PCB,54,3845,5
1996,5,0,PGP,54,3857,5
1997,10,0,PND,54,3858,5
1998,7,0,PGP,54,3861,5
1999,1000,0,WCB,54,3864,5
2000,5,0,PBD,54,3874,5
2001,1000,0,NGP,54,3881,5
2002,0.6,0,PGP,54,3885,5
2003,2,0,PGP,54,3888,5
2004,0.6,0,PGP,54,3898,5
2005,2,0,PGP,54,3899,5
2006,5,0,PCB,54,3901,5
2007,5,0,PCB,54,3902,5
2008,1000,0,WCB,54,3904,5
2009,1000,0,WCB,54,3910,5
2010,0.6,0,PGP,54,3913,5
2011,10,0,PBD,54,3917,5
2012,10,0,PID,54,3919,5
2013,5,0,PID,54,3920,5
2014,5,0,PID,54,3921,5
2015,1,0,PGP,54,3924,5
2016,5,0,PBD,54,3927,5
2017,1,0,PGP,54,3931,5
2018,10,0,PCB,54,3933,5
2019,2.4,0,PGP,54,3945,5
2020,5,0,PBD,54,3951,5
2021,3,0,PGP,54,3953,5
2022,0.6,0,PGP,54,3961,5
2023,5,0,PND,54,3962,5
2024,1,0,PBD,54,3964,5
2025,0.7,0,PGP,54,3965,5
2026,1000,1,FGP,54,3969,5
2027,11,0,PBD,54,3972,5
2028,5,0,PBD,54,3973,5
2029,3000,0,WND,54,3978,5
2030,1,0,PBD,54,3979,5
2031,1,0,PCB,54,3996,5
2032,1.4,0,PGP,54,3999,5
2033,1000,0,WBD,54,4001,5
2034,10,0,PBD,54,4004,5
2035,10,0,PCB,54,4009,5
2036,10,0,PCB,54,4010,5
2037,0.4,0,PGP,54,4012,5
2038,1.5,0,PBD,54,4056,5
2039,5,0,PBD,54,4059,5
2040,7,0,PBD,54,4063,5
2041,2.5,0,PGP,54,4065,5
2042,10,0,PBD,54,4071,5
2043,1,0,PGP,54,4073,5
2044,1,0,PGP,54,4074,5
2045,1,0,PGP,54,4076,5
2046,5,0,PBD,54,4089,5
2047,7,0,PGP,54,4095,5
2048,1000,0,WND,54,4100,5
2049,1000,0,WND,54,4101,5
2050,10,0,PND,54,4137,5
2051,5,0,PND,54,4142,5
2052,5,0,PBD,54,4146,5
2053,5,0,PBD,54,4147,5
2054,5,0,PBD,54,4148,5
2055,5,0,PBD,54,4149,5
2056,10,0,PCB,54,4174,5
2057,1000,0,WBD,54,4186,5
2058,3,0,PGP,54,4188,5
2059,5,0,PBD,54,4189,5
2060,1000,0,WND,54,4193,5
2061,1,0,PGP,54,4196,5
2062,10,0,PBD,54,6001,5
2063,5,0,PND,54,6012,5
2064,5,0,PND,54,6014,5
2065,5,0,PND,54,6023,5
2066,10,0,PBD,57,472,5
2067,10,0,PBD,57,476,5
2068,5,0,PND,57,1897,5
2069,10,0,PBD,57,2396,5
2070,1000,2,FGP,57,2804,5
2071,1,0,PGP,57,2992,5
2072,5,0,PCB,57,3171,5
2073,5,0,PBD,57,3340,5
2074,20,0,PGP,57,3378,5
2075,1,0,PGP,57,3381,5
2076,5,0,PCB,57,3555,5
2077,5,0,PGP,57,3634,5
2078,5,0,PBD,57,3649,5
2079,5,0,PBD,57,3650,5
2080,10,0,PBD,57,3651,5
2081,10,0,PBD,57,3665,5
2082,20,0,PBD,57,3709,5
2083,5,0,PBD,57,3731,5
2084,1,0,PGP,57,3840,5
2085,2,0,PGP,57,3888,5
2086,2,0,PGP,57,3899,5
2087,0.2,0,PCB,57,3905,5
2088,1000,0,WCB,57,3910,5
2089,10,0,PBD,57,3917,5
2090,1,0,PGP,57,3924,5
2091,5,0,PBD,57,3927,5
2092,3,0,PBD,57,3947,5
2093,5,0,PBD,57,3951,5
2094,3,0,PGP,57,3953,5
2095,5,0,PND,57,3962,5
2096,1,0,PBD,57,3964,5
2097,1000,1,FGP,57,3969,5
2098,11,0,PBD,57,3972,5
2099,5,0,PBD,57,3973,5
2100,1,0,PBD,57,3979,5
2101,10,0,PBD,57,4004,5
2102,10,0,PCB,57,4009,5
2103,10,0,PCB,57,4010,5
2104,1.5,0,PBD,57,4056,5
2105,2.5,0,PGP,57,4065,5
2106,10,0,PBD,57,4071,5
2107,1,0,PGP,57,4073,5
2108,1,0,PGP,57,4074,5
2109,1,0,PGP,57,4076,5
2110,5,0,PBD,57,4146,5
2111,5,0,PBD,57,4147,5
2112,5,0,PBD,57,4148,5
2113,5,0,PBD,57,4149,5
2114,10,0,PCB,57,4174,5
2115,1,0,PGP,57,4196,5
2116,5,0,PND,57,6012,5
2117,5,0,PND,57,6014,5
2118,6000,0,WND,53,297,5
2119,5,0,PCB,53,368,5
2120,10,0,PBD,53,472,5
2121,10,0,PBD,53,476,5
2122,5,0,PND,53,1897,5
2123,3,0,PGP,53,2359,5
2124,10,0,PBD,53,2396,5
2125,1000,2,FGP,53,2804,5
2126,1,0,PGP,53,2992,5
2127,10,0,PND,53,3046,5
2128,5,0,PCB,53,3171,5
2129,0.5,0,PGP,53,3286,5
2130,5,0,PBD,53,3340,5
2131,10,0,PBD,53,3375,5
2132,20,0,PGP,53,3378,5
2133,1,0,PGP,53,3381,5
2134,5,0,PCB,53,3414,5
2135,10,0,PBD,53,3459,5
2136,5,0,PND,53,3474,5
2137,10,0,PBD,53,3483,5
2138,0.4,0,PGP,53,3511,5
2139,5,0,PCB,53,3555,5
2140,10,0,PBD,53,3573,5
2141,1.4,0,PGP,53,3578,5
2142,50,0,PBD,53,3587,5
2143,5,0,PBD,53,3628,5
2144,10,0,PBD,53,3629,5
2145,5,0,PBD,53,3631,5
2146,5,0,PGP,53,3634,5
2147,10,0,PBD,53,3635,5
2148,5,0,PBD,53,3649,5
2149,5,0,PBD,53,3650,5
2150,10,0,PBD,53,3651,5
2151,2.4,0,PGP,53,3659,5
2152,10,0,PBD,53,3665,5
2153,10,0,PBD,53,3666,5
2154,5,0,PBD,53,3682,5
2155,5,0,PBD,53,3697,5
2156,20,0,PBD,53,3709,5
2157,10,0,PBD,53,3722,5
2158,10,0,PBD,53,3724,5
2159,5,0,PBD,53,3725,5
2160,5,0,PBD,53,3726,5
2161,5,0,PBD,53,3731,5
2162,5,0,PCB,53,3770,5
2163,1,0,PGP,53,3840,5
2164,5,0,PCB,53,3841,5
2165,0.5,0,PCB,53,3845,5
2166,5,0,PGP,53,3857,5
2167,10,0,PND,53,3858,5
2168,7,0,PGP,53,3861,5
2169,1000,0,WCB,53,3864,5
2170,5,0,PBD,53,3874,5
2171,1000,0,NGP,53,3881,5
2172,0.6,0,PGP,53,3885,5
2173,2,0,PGP,53,3888,5
2174,5,0,PCB,53,3890,5
2175,5,0,PCB,53,3892,5
2176,1,0,PGP,53,3896,5
2177,0.6,0,PGP,53,3898,5
2178,2,0,PGP,53,3899,5
2179,5,0,PCB,53,3901,5
2180,5,0,PCB,53,3902,5
2181,1000,0,WCB,53,3904,5
2182,1000,0,WCB,53,3910,5
2183,0.6,0,PGP,53,3913,5
2184,10,0,PBD,53,3917,5
2185,10,0,PID,53,3919,5
2186,1,0,PGP,53,3924,5
2187,5,0,PBD,53,3927,5
2188,5,0,PCB,53,3930,5
2189,10,0,PCB,53,3933,5
2190,10,0,PGP,53,3934,5
2191,5,0,PBD,53,3938,5
2192,2.4,0,PGP,53,3945,5
2193,5,0,PBD,53,3951,5
2194,3,0,PGP,53,3953,5
2195,0.6,0,PGP,53,3961,5
2196,5,0,PND,53,3962,5
2197,1,0,PBD,53,3964,5
2198,0.7,0,PGP,53,3965,5
2199,1000,1,FGP,53,3969,5
2200,11,0,PBD,53,3972,5
2201,5,0,PBD,53,3973,5
2202,3000,0,WND,53,3978,5
2203,1,0,PBD,53,3979,5
2204,5,0,PBD,53,3980,5
2205,1,0,PCB,53,3996,5
2206,1.4,0,PGP,53,3999,5
2207,1000,0,WBD,53,4001,5
2208,10,0,PBD,53,4004,5
2209,10,0,PCB,53,4009,5
2210,10,0,PCB,53,4010,5
2211,0.4,0,PGP,53,4012,5
2212,1.5,0,PBD,53,4056,5
2213,5,0,PBD,53,4059,5
2214,7,0,PBD,53,4063,5
2215,2.5,0,PGP,53,4065,5
2216,10,0,PBD,53,4071,5
2217,1,0,PGP,53,4073,5
2218,1,0,PGP,53,4074,5
2219,1,0,PGP,53,4076,5
2220,5,0,PND,53,4082,5
2221,5,0,PBD,53,4089,5
2222,7,0,PGP,53,4095,5
2223,5,0,PBD,53,4097,5
2224,10,0,PND,53,4137,5
2225,5,0,PND,53,4142,5
2226,5,0,PBD,53,4146,5
2227,5,0,PBD,53,4147,5
2228,5,0,PBD,53,4148,5
2229,5,0,PBD,53,4149,5
2230,10,0,PCB,53,4174,5
2231,1000,0,WBD,53,4186,5
2232,3,0,PGP,53,4188,5
2233,5,0,PBD,53,4189,5
2234,1,0,PGP,53,4196,5
2235,10,0,PBD,53,6001,5
2236,5,0,PND,53,6012,5
2237,5,0,PND,53,6014,5
2238,5,0,PND,53,6023,5
2239,10,0,PBD,56,472,5
2240,10,0,PBD,56,476,5
2241,5,0,PND,56,1897,5
2242,3,0,PGP,56,2359,5
2243,10,0,PBD,56,2396,5
2244,1000,2,FGP,56,2804,5
2245,1,0,PGP,56,2992,5
2246,5,0,PCB,56,3171,5
2247,5,0,PBD,56,3340,5
2248,20,0,PGP,56,3378,5
2249,1,0,PGP,56,3381,5
2250,5,0,PCB,56,3555,5
2251,5,0,PGP,56,3634,5
2252,5,0,PBD,56,3649,5
2253,5,0,PBD,56,3650,5
2254,10,0,PBD,56,3651,5
2255,10,0,PBD,56,3665,5
2256,5,0,PBD,56,3731,5
2257,5,0,PCB,56,3770,5
2258,5,0,PGP,56,3857,5
2259,2,0,PGP,56,3888,5
2260,2,0,PGP,56,3899,5
2261,10,0,PBD,56,3917,5
2262,1,0,PGP,56,3924,5
2263,5,0,PBD,56,3927,5
2264,5,0,PBD,56,3951,5
2265,5,0,PND,56,3962,5
2266,1,0,PBD,56,3964,5
2267,1000,1,FGP,56,3969,5
2268,11,0,PBD,56,3972,5
2269,5,0,PBD,56,3973,5
2270,1,0,PBD,56,3979,5
2271,5,0,PBD,56,4059,5
2272,1,0,PGP,56,4073,5
2273,1,0,PGP,56,4074,5
2274,1,0,PGP,56,4076,5
2275,5,0,PBD,56,4146,5
2276,5,0,PBD,56,4147,5
2277,5,0,PBD,56,4148,5
2278,5,0,PBD,56,4149,5
2279,1,0,PGP,56,4196,5
2280,5,0,PND,56,6012,5
2281,5,0,PND,56,6014,5
2282,10,0,PBD,55,472,5
2283,10,0,PBD,55,476,5
2284,5,0,PND,55,1897,5
2285,3,0,PGP,55,2359,5
2286,10,0,PBD,55,2396,5
2287,1000,2,FGP,55,2804,5
2288,1,0,PGP,55,2992,5
2289,10,0,PND,55,3046,5
2290,5,0,PCB,55,3171,5
2291,5,0,PBD,55,3340,5
2292,10,0,PBD,55,3375,5
2293,20,0,PGP,55,3378,5
2294,1,0,PGP,55,3381,5
2295,10,0,PBD,55,3459,5
2296,10,0,PBD,55,3483,5
2297,5,0,PCB,55,3555,5
2298,10,0,PBD,55,3573,5
2299,1.4,0,PGP,55,3578,5
2300,5,0,PBD,55,3628,5
2301,5,0,PGP,55,3634,5
2302,5,0,PBD,55,3649,5
2303,5,0,PBD,55,3650,5
2304,10,0,PBD,55,3651,5
2305,2.4,0,PGP,55,3659,5
2306,10,0,PBD,55,3665,5
2307,5,0,PBD,55,3682,5
2308,5,0,PBD,55,3697,5
2309,20,0,PBD,55,3709,5
2310,0.5,0,PGP,55,3711,5
2311,10,0,PBD,55,3722,5
2312,5,0,PBD,55,3731,5
2313,5,0,PCB,55,3770,5
2314,0.5,0,PCB,55,3845,5
2315,5,0,PGP,55,3857,5
2316,10,0,PND,55,3858,5
2317,7,0,PGP,55,3861,5
2318,1000,0,WCB,55,3864,5
2319,0.6,0,PGP,55,3885,5
2320,2,0,PGP,55,3888,5
2321,1,0,PGP,55,3896,5
2322,2,0,PGP,55,3899,5
2323,1000,0,WCB,55,3904,5
2324,1000,0,WCB,55,3910,5
2325,0.6,0,PGP,55,3913,5
2326,10,0,PBD,55,3917,5
2327,1,0,PGP,55,3924,5
2328,5,0,PBD,55,3927,5
2329,2.4,0,PGP,55,3945,5
2330,5,0,PBD,55,3951,5
2331,0.6,0,PGP,55,3961,5
2332,5,0,PND,55,3962,5
2333,1,0,PBD,55,3964,5
2334,1000,1,FGP,55,3969,5
2335,11,0,PBD,55,3972,5
2336,5,0,PBD,55,3973,5
2337,1,0,PBD,55,3979,5
